--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
Duosion now evolves into Typhlosion
Ducklett now evolves into Primeape
Vanillite now evolves into Vullaby
Vanillish now evolves into Thundurus
Deerling now evolves into Liepard
Karrablast now evolves into Galvantula
Foongus now evolves into Gastrodon
Frillish now evolves into Lopunny
Joltik now evolves into Gastrodon
Ferroseed now evolves into Scizor
Klink now evolves into Jumpluff
Klang now evolves into Gigalith
Tynamo now evolves into Pupitar
Eelektrik now evolves into Tentacruel
Elgyem now evolves into Golduck
Litwick now evolves into Loudred
Lampent now evolves into Charizard
Axew now evolves into Vullaby
Fraxure now evolves into Zapdos
Cubchoo now evolves into Floatzel
Shelmet now evolves into Scyther
Mienfoo now evolves into Blastoise
Golett now evolves into Camerupt
Pawniard now evolves into Golurk
Rufflet now evolves into Lanturn
Vullaby now evolves into Skarmory
Deino now evolves into Vanillish
Zweilous now evolves into Victini
Larvesta now evolves into Landorus

--Removing Trade Evolutions--
Made Poliwhirl evolve into Vespiquen by leveling up holding King's Rock
Made Kadabra evolve into Typhlosion at level 37
Made Machoke evolve into Walrein at level 37
Made Graveler evolve into Serperior at level 37
Made Slowpoke evolve into Whiscash using a Water Stone
Made Haunter evolve into Seismitoad at level 37
Made Onix evolve into Amoonguss by leveling up holding Metal Coat
Made Lickitung evolve into Whimsicott at level 33
Made Rhydon evolve into Miltank by leveling up holding Protector
Made Tangela evolve into Porygon2 at level 40
Made Seadra evolve into Bronzong by leveling up holding Dragon Scale
Made Scyther evolve into Lopunny by leveling up holding Metal Coat
Made Electabuzz evolve into Magmortar by leveling up holding Electirizer
Made Magmar evolve into Rapidash by leveling up holding Magmarizer
Made Porygon evolve into Gastrodon by leveling up holding Up-Grade
Made Aipom evolve into Purugly at level 32
Made Yanma evolve into Swanna at level 33
Made Piloswine evolve into Uxie at level 45
Made Porygon2 evolve into Rapidash by leveling up holding Dubious Disc
Made Feebas evolve into Armaldo by leveling up holding Prism Scale
Made Dusclops evolve into Mismagius by leveling up holding Reaper Cloth
Made Clamperl evolve into Rampardos by leveling up holding DeepSeaTooth
Made Clamperl evolve into Cradily by leveling up holding DeepSeaScale
Made Bonsly evolve into Mightyena at level 33
Made Mime Jr. evolve into Emolga at level 15
Made Boldore evolve into Absol at level 37
Made Gurdurr evolve into Honchkrow at level 37
Made Karrablast evolve into Galvantula by leveling up with Shelmet in the party
Made Shelmet evolve into Scyther by leveling up with Karrablast in the party

--Random 2-Evolution Starters--
Set starter 1 to Torchic
Set starter 2 to Mudkip
Set starter 3 to Trapinch

Move Data: Unchanged.

--Pokemon Movesets--
001 Bulbasaur  : Grass Pledge at level 1, Twineedle at level 1, ViceGrip at level 1, Wake-Up Slap at level 1, Worry Seed at level 3, Fire Fang at level 7, Tri Attack at level 9, Submission at level 13, Wild Charge at level 13, Hypnosis at level 15, Crabhammer at level 19, Skull Bash at level 21, Simple Beam at level 25, FeatherDance at level 27, Softboiled at level 31, Encore at level 33, Shadow Force at level 37
002 Ivysaur    : Tail Whip at level 1, Bubble at level 1, Autotomize at level 1, Fury Cutter at level 1, Role Play at level 3, Water Gun at level 7, Mega Drain at level 9, Shadow Sneak at level 13, Needle Arm at level 13, Mirror Shot at level 15, Ice Fang at level 20, Leaf Tornado at level 23, Crunch at level 28, Block at level 31, Fissure at level 36, Hyper Fang at level 39, Body Slam at level 44
003 Venusaur   : Karate Chop at level 1, Poison Tail at level 1, Quash at level 1, Acrobatics at level 1, Entrainment at level 3, Horn Attack at level 7, U-turn at level 9, Icicle Spear at level 13, Beat Up at level 13, Double Team at level 15, Tri Attack at level 20, Dig at level 23, Razor Wind at level 28, Bonemerang at level 31, Spore at level 32, Brave Bird at level 39, Fire Blast at level 45, Thrash at level 53
004 Charmander : Mach Punch at level 1, Metal Claw at level 1, Quick Guard at level 1, Fiery Dance at level 1, Uproar at level 7, Psychic at level 10, Mind Reader at level 16, DynamicPunch at level 19, Morning Sun at level 25, Psystrike at level 28, Zap Cannon at level 34, Magma Storm at level 37, Hi Jump Kick at level 43, Giga Impact at level 46
005 Charmeleon : Fake Out at level 1, DoubleSlap at level 1, Dragon Tail at level 1, Bite at level 1, FeatherDance at level 7, Thunder Fang at level 10, U-turn at level 17, Cotton Spore at level 21, Wild Charge at level 28, SolarBeam at level 32, Fire Blast at level 39, Heal Block at level 43, Head Charge at level 50, Hone Claws at level 54
006 Charizard  : Ice Shard at level 1, Sleep Powder at level 1, DoubleSlap at level 1, Electroweb at level 1, Supersonic at level 1, Wake-Up Slap at level 1, Silver Wind at level 1, Focus Energy at level 7, Uproar at level 10, Trick Room at level 17, Wring Out at level 21, Heart Swap at level 28, Judgment at level 32, Swagger at level 36, Nasty Plot at level 41, DynamicPunch at level 47, Refresh at level 56, Explosion at level 62, Rage Powder at level 71, Simple Beam at level 77
007 Squirtle   : Feint at level 1, Horn Drill at level 1, Acid at level 1, Ice Shard at level 1, Tackle at level 4, Mean Look at level 7, Stomp at level 10, Extrasensory at level 13, Dragon Dance at level 16, Techno Blast at level 19, Hammer Arm at level 22, Spore at level 25, Seed Flare at level 28, Megahorn at level 31, Hi Jump Kick at level 34, Frenzy Plant at level 37, Torment at level 40
008 Wartortle  : Feint at level 1, Struggle Bug at level 1, Rollout at level 1, Vine Whip at level 1, Acid Spray at level 4, Shadow Sneak at level 7, Poison Fang at level 10, Telekinesis at level 13, Quiver Dance at level 16, Iron Head at level 20, ExtremeSpeed at level 24, Take Down at level 28, Aromatherapy at level 32, Flamethrower at level 36, DynamicPunch at level 40, Wonder Room at level 44, Shadow Force at level 48
009 Blastoise  : Barrage at level 1, Circle Throw at level 1, Snatch at level 1, Magnet Bomb at level 1, Luster Purge at level 1, Heal Pulse at level 4, Secret Power at level 7, Flame Burst at level 10, Power Gem at level 13, Final Gambit at level 16, Secret Sword at level 20, Foul Play at level 24, Spacial Rend at level 28, Flare Blitz at level 32, Mega Kick at level 39, Wood Hammer at level 46, Blue Flare at level 53, Blast Burn at level 60
010 Caterpie   : Flame Wheel at level 1, Lovely Kiss at level 1, Swift at level 1, Spark at level 1, Ice Beam at level 15
011 Metapod    : Fury Attack at level 1, Spark at level 1, Haze at level 1, Brick Break at level 1, Thunderbolt at level 7
012 Butterfree : Whirlpool at level 1, Moonlight at level 1, Aqua Ring at level 1, Grass Pledge at level 1, Air Cutter at level 10, FeatherDance at level 12, Thunder Fang at level 12, Role Play at level 12, Spark at level 16, Horn Attack at level 18, Recycle at level 22, Secret Power at level 24, Perish Song at level 28, Brick Break at level 30, Defog at level 34, Screech at level 36, Psystrike at level 40, Minimize at level 42, Volt Tackle at level 46
013 Weedle     : Psyshock at level 1, Fake Tears at level 1, Power Whip at level 1, Double-Edge at level 1, Mega Kick at level 15
014 Kakuna     : Conversion at level 1, Worry Seed at level 1, Tackle at level 1, Scald at level 1, Meteor Mash at level 7
015 Beedrill   : Spider Web at level 1, Pay Day at level 1, Pin Missile at level 1, Poison Fang at level 1, Detect at level 10, Sharpen at level 13, Clear Smog at level 16, Flame Charge at level 19, Icy Wind at level 22, Flame Wheel at level 25, ThunderPunch at level 28, Shadow Ball at level 31, Leaf Blade at level 34, Nature Power at level 37, Psystrike at level 40
016 Pidgey     : Fire Spin at level 1, Smack Down at level 1, Mud Shot at level 1, Magical Leaf at level 1, Ominous Wind at level 5, Final Gambit at level 9, Force Palm at level 13, Psybeam at level 17, Flame Burst at level 21, Horn Leech at level 25, Amnesia at level 29, Extrasensory at level 33, Sky Uppercut at level 37, Dragon Rush at level 41, Superpower at level 45, Metronome at level 49, Freeze Shock at level 53
017 Pidgeotto  : Copycat at level 1, Whirlpool at level 1, ThunderShock at level 1, Scratch at level 1, Charge Beam at level 5, ViceGrip at level 9, Mud Shot at level 13, AncientPower at level 17, Psycho Cut at level 22, Guard Split at level 27, Flame Burst at level 32, Zen Headbutt at level 37, Psystrike at level 42, Rest at level 47, SolarBeam at level 52, V-create at level 57, Swords Dance at level 62
018 Pidgeot    : Rapid Spin at level 1, Triple Kick at level 1, Sand Tomb at level 1, Razor Leaf at level 1, Magnet Bomb at level 5, Ice Punch at level 9, Sheer Cold at level 13, Roost at level 17, Muddy Water at level 22, Meteor Mash at level 27, Copycat at level 32, Simple Beam at level 38, Spacial Rend at level 44, Spit Up at level 50, Lucky Chant at level 56, Growth at level 62, Wood Hammer at level 68
019 Rattata    : Rollout at level 1, Whirlpool at level 1, Shadow Sneak at level 1, Poison Tail at level 1, Sky Drop at level 4, Low Sweep at level 7, Octazooka at level 10, Flame Burst at level 13, Blaze Kick at level 16, Hyper Voice at level 19, Uproar at level 22, Megahorn at level 25, Gunk Shot at level 28, Fire Blast at level 31, Iron Defense at level 34
020 Raticate   : Astonish at level 1, Detect at level 1, Feint at level 1, Morning Sun at level 1, Ice Ball at level 1, Pound at level 4, Air Cutter at level 7, Acupressure at level 10, Snarl at level 13, Shadow Punch at level 16, ThunderPunch at level 19, Brick Break at level 20, Bug Buzz at level 24, Iron Tail at level 29, Aeroblast at level 34, Perish Song at level 39, Blizzard at level 44
021 Spearow    : Twister at level 1, Razor Leaf at level 1, Miracle Eye at level 1, Vital Throw at level 1, Steel Wing at level 5, Razor Shell at level 9, Rock Blast at level 13, Iron Head at level 17, Drill Run at level 21, Lava Plume at level 25, Leaf Blade at level 29, Shell Smash at level 33, Hydro Pump at level 37
022 Fearow     : Heal Pulse at level 1, Water Gun at level 1, Bullet Punch at level 1, Flail at level 1, Aqua Jet at level 1, Charge Beam at level 5, Water Pledge at level 9, Rolling Kick at level 13, DragonBreath at level 17, Odor Sleuth at level 23, Heart Stamp at level 29, Discharge at level 35, Bonemerang at level 41, Cross Chop at level 47, Wood Hammer at level 53
023 Ekans      : Clamp at level 1, Sharpen at level 1, Acid Spray at level 1, Snore at level 1, Sleep Talk at level 4, Dizzy Punch at level 9, Supersonic at level 12, Hidden Power at level 17, Sludge Wave at level 20, SolarBeam at level 25, Megahorn at level 25, Quiver Dance at level 25, Trick at level 28, Blizzard at level 33, Close Combat at level 36, Switcheroo at level 41, Hydro Cannon at level 44, Hyper Beam at level 49
024 Arbok      : Shift Gear at level 1, Clamp at level 1, Tackle at level 1, Sky Drop at level 1, Flatter at level 1, Psybeam at level 1, Volt Switch at level 1, Headbutt at level 4, Imprison at level 9, Hyper Fang at level 12, Iron Head at level 17, Shell Smash at level 20, Blaze Kick at level 22, Coil at level 27, Dragon Pulse at level 27, Simple Beam at level 27, Future Sight at level 32, Present at level 39, Sky Attack at level 44, Leaf Storm at level 51, Metal Burst at level 56, Power Split at level 63
025 Pikachu    : Grass Pledge at level 1, Nasty Plot at level 1, Mud Bomb at level 1, Psycho Cut at level 1, Dizzy Punch at level 5, Zen Headbutt at level 10, Double Team at level 13, Stone Edge at level 18, Swords Dance at level 21, SolarBeam at level 26, Swagger at level 29, Freeze Shock at level 34, Disable at level 37, Curse at level 42, Rock Wrecker at level 45, Dragon Dance at level 50
026 Raichu     : Light Screen at level 1, Guard Split at level 1, Mud Shot at level 1, Shock Wave at level 1
027 Sandshrew  : Rock Smash at level 1, Poison Tail at level 1, Cross Poison at level 1, Headbutt at level 1, Luster Purge at level 3, Razor Wind at level 5, Iron Head at level 7, Drill Run at level 9, Scald at level 11, Secret Sword at level 14, Psychic at level 17, Iron Tail at level 20, Synthesis at level 23, Quash at level 26, Heat Wave at level 30, Focus Blast at level 34, Hypnosis at level 38, Detect at level 42, Megahorn at level 46
028 Sandslash  : Lunar Dance at level 1, Milk Drink at level 1, Flame Charge at level 1, Razor Leaf at level 1, Spit Up at level 3, Round at level 5, Psych Up at level 7, Softboiled at level 9, Revenge at level 11, Drill Peck at level 14, Power Swap at level 17, Hone Claws at level 20, Foul Play at level 22, Stone Edge at level 23, Bulk Up at level 26, Heal Order at level 30, Megahorn at level 34, Punishment at level 38, Seed Flare at level 42, Psycho Boost at level 46
029 Nidoran♀   : Peck at level 1, Frost Breath at level 1, Hex at level 1, ViceGrip at level 1, Electroweb at level 7, Sharpen at level 9, Revenge at level 13, Sleep Talk at level 19, AncientPower at level 21, SmellingSalt at level 25, BubbleBeam at level 31, Morning Sun at level 33, Psychic at level 37, Fusion Bolt at level 43, Gear Grind at level 45
030 Nidorina   : Knock Off at level 1, Charm at level 1, Grass Pledge at level 1, Pluck at level 1, Avalanche at level 7, Hail at level 9, Revenge at level 13, Flame Burst at level 20, Discharge at level 23, Stone Edge at level 28, Psystrike at level 35, Petal Dance at level 38, Scary Face at level 43, Last Resort at level 50, Roar of Time at level 58
031 Nidoqueen  : Gust at level 1, Poison Tail at level 1, Steel Wing at level 1, Bullet Seed at level 1, Bug Buzz at level 23, Psystrike at level 35, DynamicPunch at level 43, Overheat at level 58
032 Nidoran♂   : ViceGrip at level 1, Bulldoze at level 1, Fire Fang at level 1, Stomp at level 1, Steel Wing at level 7, Crush Claw at level 9, Crunch at level 13, Mega Punch at level 19, Taunt at level 21, Bounce at level 25, Rock Climb at level 31, Dragon Pulse at level 33, Petal Dance at level 37, Hi Jump Kick at level 43, Sky Attack at level 45
033 Nidorino   : Weather Ball at level 1, Destiny Bond at level 1, BubbleBeam at level 1, Extrasensory at level 1, SmokeScreen at level 7, Tail Whip at level 9, Leer at level 13, Aura Sphere at level 20, Thunderbolt at level 23, Entrainment at level 28, Encore at level 35, Horn Drill at level 38, Psystrike at level 43, Roar of Time at level 50, Explosion at level 58
034 Nidoking   : Force Palm at level 1, Brick Break at level 1, Rock Polish at level 1, Psychic at level 1, Destiny Bond at level 23, Thunder at level 35, Outrage at level 43, Thrash at level 58
035 Clefairy   : Poison Sting at level 1, Snore at level 1, Ember at level 1, Echoed Voice at level 1, Grass Knot at level 4, Defog at level 7, Trick at level 10, Payback at level 13, Chatter at level 16, Circle Throw at level 19, Moonlight at level 22, SmellingSalt at level 25, Force Palm at level 28, Heart Stamp at level 31, Power Gem at level 34, Uproar at level 37, Spacial Rend at level 40, Cross Chop at level 43, Blue Flare at level 46, Sleep Talk at level 49, Hi Jump Kick at level 52, Sky Attack at level 55, Blast Burn at level 58
036 Clefable   : Clamp at level 1, Wing Attack at level 1, Stun Spore at level 1, Lava Plume at level 1
037 Vulpix     : Magic Coat at level 1, Triple Kick at level 1, Air Cutter at level 1, Water Pulse at level 1, Psycho Cut at level 4, Horn Leech at level 7, Meditate at level 10, Hypnosis at level 12, Giga Drain at level 15, Poison Jab at level 18, Hyper Fang at level 20, Hidden Power at level 23, Sludge Wave at level 26, Sacred Fire at level 28, Earthquake at level 31, Moonlight at level 34, Present at level 36, Teeter Dance at level 39, Belly Drum at level 42, Freeze Shock at level 44, Defense Curl at level 47, Roar of Time at level 50
038 Ninetales  : Octazooka at level 1, Signal Beam at level 1, ExtremeSpeed at level 1, Aura Sphere at level 1, Shadow Force at level 1
039 Jigglypuff : Smog at level 1, Stun Spore at level 1, Gust at level 1, Metal Claw at level 1, String Shot at level 5, Comet Punch at level 9, Water Pulse at level 13, Baton Pass at level 17, Needle Arm at level 21, Covet at level 25, Horn Attack at level 29, Fling at level 33, Bullet Seed at level 37, Teleport at level 41, Secret Sword at level 45, Future Sight at level 49, Head Charge at level 53
040 Wigglytuff : Water Gun at level 1, Cosmic Power at level 1, Drain Punch at level 1, Psycho Boost at level 1
041 Zubat      : Constrict at level 1, Bind at level 1, Feint at level 1, Pay Day at level 1, ViceGrip at level 4, Retaliate at level 8, Shadow Claw at level 12, Cotton Guard at level 15, Psyshock at level 19, Flash at level 23, Recover at level 26, Blue Flare at level 30, Psycho Boost at level 34, Destiny Bond at level 37, Heavy Slam at level 41, Draco Meteor at level 45
