Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
025 PIKACHU    : Giga Impact at level 1, Fury Attack at level 1, Shadow Ball at level 1, Water Gun at level 1, Brine at level 5, Grudge at level 10, Whirlpool at level 13, Muddy Water at level 18, Confuse Ray at level 21, Fire Punch at level 26, Water Sport at level 29, Constrict at level 34, Ominous Wind at level 37, Aqua Jet at level 42, Shadow Claw at level 45
026 RAICHU     : Shadow Ball at level 1, Lick at level 1, Shadow Sneak at level 1, Hydro Pump at level 1
027 SANDSHREW  : Ingrain at level 1, Vine Whip at level 1, Razor Leaf at level 1, Seed Flare at level 1, Tackle at level 3, Wish at level 7, Leaf Blade at level 9, Imprison at level 13, Needle Arm at level 15, Leech Seed at level 19, Seed Bomb at level 21, Wood Hammer at level 25, Disable at level 27, Power Whip at level 31, Rolling Kick at level 33, Cotton Spore at level 37
028 SANDSLASH  : Vine Whip at level 1, Iron Tail at level 1, Iron Defense at level 1, Meteor Mash at level 1, Seed Flare at level 3, Energy Ball at level 7, Synthesis at level 9, Magnet Bomb at level 13, Needle Arm at level 15, Metal Sound at level 19, Mirror Shot at level 21, Wood Hammer at level 22, Seed Bomb at level 28, Leaf Storm at level 33, Flash Cannon at level 40, Future Sight at level 45, Magical Leaf at level 52
029 NIDORAN♀   : Ember at level 1, Blaze Kick at level 1, Pluck at level 1, Uproar at level 1, Flare Blitz at level 7, Sunny Day at level 9, Heat Wave at level 13, Overheat at level 19, Fire Punch at level 21, Flamethrower at level 25, SolarBeam at level 31, Fire Fang at level 33, Flame Wheel at level 37, Supersonic at level 43, Facade at level 45
030 NIDORINA   : Block at level 1, Blaze Kick at level 1, Fire Spin at level 1, Rage at level 1, Magma Storm at level 7, Heat Wave at level 9, Blast Burn at level 13, Fire Fang at level 20, Shadow Sneak at level 23, Frustration at level 28, Bind at level 35, Eruption at level 38, Safeguard at level 43, Will-O-Wisp at level 50, DragonBreath at level 58
031 NIDOQUEEN  : Helping Hand at level 1, Refresh at level 1, Guillotine at level 1, Dragon Pulse at level 1, Blaze Kick at level 23, Sacred Fire at level 43, Drain Punch at level 58
032 NIDORAN♂   : Shadow Ball at level 1, Defense Curl at level 1, Shadow Punch at level 1, Lick at level 1, Tackle at level 7, Poison Gas at level 9, Bounce at level 13, Shadow Force at level 19, Confuse Ray at level 21, Night Shade at level 25, Aura Sphere at level 31, Shadow Sneak at level 33, Spite at level 37, Dark Pulse at level 43, Shadow Claw at level 45
033 NIDORINO   : Snore at level 1, Feint at level 1, Teleport at level 1, Shadow Ball at level 1, Horn Attack at level 7, Shadow Punch at level 9, Lick at level 13, Shadow Force at level 20, Nightmare at level 23, Destiny Bond at level 28, Spike Cannon at level 35, Double Team at level 38, DragonBreath at level 43, Flash at level 50, Sleep Talk at level 58
034 NIDOKING   : Shadow Ball at level 1, Confuse Ray at level 1, Shadow Punch at level 1, Shadow Force at level 1, Scratch at level 23, Shadow Claw at level 43, Grudge at level 58
035 CLEFAIRY   : Mud Bomb at level 1, Fissure at level 1, Cross Chop at level 1, Dig at level 1, Horn Attack at level 4, Detect at level 7, Aura Sphere at level 10, Wake-Up Slap at level 13, Karate Chop at level 16, Close Combat at level 19, Bone Rush at level 22, Crush Claw at level 25, Drain Punch at level 28, Hammer Arm at level 31, Earthquake at level 34, Superpower at level 37, DynamicPunch at level 40, Sand Tomb at level 43, Jump Kick at level 46
036 CLEFABLE   : Hi Jump Kick at level 1, Mud Sport at level 1, Cross Chop at level 1, Close Combat at level 1
037 VULPIX     : Iron Defense at level 1, Iron Tail at level 1, Teeter Dance at level 1, Meteor Mash at level 1, Metal Claw at level 4, Barrier at level 7, Doom Desire at level 11, Flash Cannon at level 14, Gyro Ball at level 17, ViceGrip at level 21, Iron Head at level 24, Metal Burst at level 27, Conversion at level 31, Steel Wing at level 34, Amnesia at level 37, Milk Drink at level 41, Growl at level 44, Bullet Punch at level 47
038 NINETALES  : Iron Tail at level 1, Metal Claw at level 1, Flash Cannon at level 1, Steel Wing at level 1, Bullet Punch at level 1
039 JIGGLYPUFF : Rock Tomb at level 1, Teeter Dance at level 1, Rock Slide at level 1, Take Down at level 1, Flash at level 5, Sandstorm at level 9, Refresh at level 13, Head Smash at level 17, Rock Blast at level 21, Stone Edge at level 25, AncientPower at level 29, Power Gem at level 33, Rock Wrecker at level 37, Magnitude at level 41, Arm Thrust at level 45, Growl at level 49
040 WIGGLYTUFF : Rock Polish at level 1, Stone Edge at level 1, Rock Throw at level 1, Earth Power at level 1
041 ZUBAT      : Take Down at level 1, Tickle at level 1, Magnitude at level 1, Bonemerang at level 1, Quick Attack at level 5, Magma Storm at level 9, Magic Coat at level 13, Fissure at level 17, ThunderPunch at level 21, Bone Rush at level 25, Sharpen at level 29, Earthquake at level 33, Earth Power at level 37, Triple Kick at level 41
042 GOLBAT     : Mud Bomb at level 1, Mud Sport at level 1, Bone Club at level 1, Bonemerang at level 1, Dig at level 5, Fissure at level 9, Psycho Boost at level 13, Magnitude at level 17, Mud Shot at level 21, Sand-Attack at level 27, Mud-Slap at level 33, Earth Power at level 39, Earthquake at level 45, Sand Tomb at level 51
043 ODDISH     : Foresight at level 1, Mirror Move at level 1, Brave Bird at level 1, Peck at level 1, Chatter at level 5, Supersonic at level 9, Flash at level 13, Mud-Slap at level 15, Sky Attack at level 17, SmellingSalt at level 21, Drill Peck at level 25, Slam at level 29, Air Slash at level 33, Wrap at level 37, Aeroblast at level 41
044 GLOOM      : Brave Bird at level 1, Gunk Shot at level 1, Chatter at level 1, Air Cutter at level 1, Belly Drum at level 5, Acupressure at level 9, Crush Claw at level 13, Howl at level 15, Rolling Kick at level 17, Gust at level 23, Conversion 2 at level 29, FeatherDance at level 35, Drill Peck at level 41, Sweet Kiss at level 47, Air Slash at level 53
045 VILEPLUME  : Explosion at level 1, Secret Power at level 1, Conversion 2 at level 1, X-Scissor at level 1, Bug Bite at level 53, Headbutt at level 65
046 PARAS      : Psycho Boost at level 1, Night Shade at level 1, Lick at level 1, Shadow Force at level 1, Spite at level 6, Recover at level 6, Aqua Ring at level 11, Razor Wind at level 17, Shadow Sneak at level 22, ThunderShock at level 27, Sandstorm at level 33, Ominous Wind at level 38, Endure at level 43
047 PARASECT   : Shadow Ball at level 1, Lick at level 1, Shadow Punch at level 1, Destiny Bond at level 1, Shadow Force at level 1, Grudge at level 6, Astonish at level 6, Bide at level 11, Rock Throw at level 17, X-Scissor at level 22, ViceGrip at level 30, Softboiled at level 39, Night Shade at level 47, Facade at level 55
048 VENONAT    : Bulk Up at level 1, Vine Whip at level 1, Double Kick at level 1, Leaf Blade at level 1, Mega Drain at level 5, Energy Ball at level 11, Ingrain at level 13, Poison Fang at level 17, Needle Arm at level 23, Leaf Storm at level 25, Seed Bomb at level 29, Mud-Slap at level 35, Power Whip at level 37, Bullet Seed at level 41, Hydro Pump at level 47
049 VENOMOTH   : Frenzy Plant at level 1, Razor Leaf at level 1, Fury Attack at level 1, Absorb at level 1, Brick Break at level 1, Needle Arm at level 5, Wood Hammer at level 11, Flamethrower at level 13, Bulk Up at level 17, Synthesis at level 23, Force Palm at level 25, Stun Spore at level 29, Power Whip at level 31, Rolling Kick at level 37, DynamicPunch at level 41, Bullet Seed at level 47, Triple Kick at level 55, Leech Seed at level 59
050 DIGLETT    : Meteor Mash at level 1, Mega Punch at level 1, Thunder at level 1, Volt Tackle at level 1, Skull Bash at level 4, Supersonic at level 7, Lick at level 12, Gyro Ball at level 15, Metal Claw at level 18, Doom Desire at level 23, Iron Defense at level 26, Iron Head at level 29, Steel Wing at level 34, Metal Burst at level 37, Metal Sound at level 40
051 DUGTRIO    : Iron Tail at level 1, Zap Cannon at level 1, Charge Beam at level 1, Gyro Ball at level 1, Tackle at level 1, ThunderPunch at level 4, Mirror Shot at level 7, Night Slash at level 12, Doom Desire at level 15, ThunderShock at level 18, Flash Cannon at level 23, Iron Head at level 26, Steel Wing at level 28, Metal Burst at level 33, Thunder Wave at level 40, Assist at level 45, Bullet Punch at level 50
052 MEOWTH     : Heal Order at level 1, Bulk Up at level 1, Focus Punch at level 1, Frenzy Plant at level 1, Mach Punch at level 6, Vital Throw at level 9, Submission at level 14, Leech Life at level 17, Sky Uppercut at level 22, Tri Attack at level 25, Karate Chop at level 30, Power Gem at level 33, Eruption at level 38, Constrict at level 41, Triple Kick at level 46, Mirror Move at level 49, Wring Out at level 54
053 PERSIAN    : Thunder Fang at level 1, Thunderbolt at level 1, Mach Punch at level 1, Hi Jump Kick at level 1, Vital Throw at level 1, Seismic Toss at level 6, Charge Beam at level 9, Vacuum Wave at level 14, Revenge at level 17, Octazooka at level 22, Chatter at level 25, Wake-Up Slap at level 32, Drain Punch at level 37, Force Palm at level 44, Rolling Kick at level 49, Discharge at level 56, DynamicPunch at level 61, Triple Kick at level 68
054 PSYDUCK    : Fury Swipes at level 1, Frenzy Plant at level 1, Giga Drain at level 1, Crabhammer at level 1, Energy Ball at level 5, Magma Storm at level 9, Spore at level 14, Wood Hammer at level 18, Leaf Storm at level 22, Seed Bomb at level 27, Synthesis at level 31, SolarBeam at level 35, Power Whip at level 40, Poison Tail at level 44, Grass Knot at level 48
055 GOLDUCK    : Frenzy Plant at level 1, Thunder at level 1, Ingrain at level 1, Absorb at level 1, False Swipe at level 1, Tickle at level 5, Needle Arm at level 9, Leaf Storm at level 14, Seed Bomb at level 18, Splash at level 22, Stun Spore at level 27, ViceGrip at level 31, Aromatherapy at level 37, Mirror Move at level 44, Cotton Spore at level 50, Sand Tomb at level 56
056 MANKEY     : Thunder Fang at level 1, Thunderbolt at level 1, Weather Ball at level 1, Barrage at level 1, Charge Beam at level 1, Spark at level 9, Volt Tackle at level 13, Shock Wave at level 17, Amnesia at level 21, Brine at level 25, ThunderPunch at level 33, Charge at level 37, ThunderShock at level 41, Harden at level 45, Discharge at level 49
057 PRIMEAPE   : Thunder Fang at level 1, Belly Drum at level 1, Thunderbolt at level 1, Ice Fang at level 1, Charge Beam at level 1, Uproar at level 9, Spark at level 13, Volt Tackle at level 17, Mega Drain at level 21, Healing Wish at level 25, Quick Attack at level 28, ThunderShock at level 35, Magnet Rise at level 41, Hyper Beam at level 47, Discharge at level 53, SmellingSalt at level 59
058 GROWLITHE  : Focus Punch at level 1, Counter at level 1, Hi Jump Kick at level 1, Lick at level 1, Water Gun at level 6, Karate Chop at level 9, Close Combat at level 14, Shadow Sneak at level 17, Hammer Arm at level 20, Rolling Kick at level 25, Mimic at level 28, Ominous Wind at level 31, DynamicPunch at level 34, Triple Kick at level 39, Grudge at level 42, Shadow Claw at level 45, Jump Kick at level 48
059 ARCANINE   : Focus Punch at level 1, Revenge at level 1, Confuse Ray at level 1, Hammer Arm at level 1, DynamicPunch at level 1, Shadow Claw at level 39
060 POLIWAG    : Brave Bird at level 1, Wing Attack at level 1, Peck at level 1, Pluck at level 1, Aerial Ace at level 5, Mirror Move at level 8, Chatter at level 11, Flamethrower at level 15, Sky Attack at level 18, FeatherDance at level 21, Gust at level 25, Drill Peck at level 28, Air Slash at level 31, Slack Off at level 35, Aeroblast at level 38, Tailwind at level 41
061 POLIWHIRL  : Brave Bird at level 1, Water Pulse at level 1, Peck at level 1, Crabhammer at level 1, Roost at level 5, Bounce at level 8, Water Spout at level 11, Brine at level 15, Whirlpool at level 18, Mega Kick at level 21, Sky Attack at level 27, Sheer Cold at level 32, Tail Whip at level 37, Gust at level 43, Air Slash at level 48, Aeroblast at level 53
062 POLIWRATH  : Shadow Ball at level 1, Lick at level 1, Astonish at level 1, Shadow Sneak at level 1, Spike Cannon at level 43, Shadow Claw at level 53
063 ABRA       : Blast Burn at level 1, Overheat at level 1, Fire Punch at level 1, Flamethrower at level 1
064 KADABRA    : Selfdestruct at level 1, Ember at level 1, Blaze Kick at level 1, Rock Slide at level 1, Heat Wave at level 16, Sunny Day at level 18, Magma Storm at level 22, Flamethrower at level 24, Tailwind at level 28, Fire Fang at level 30, Fire Punch at level 34, Flame Wheel at level 36, Lovely Kiss at level 40, Mega Kick at level 42, Steel Wing at level 46
065 ALAKAZAM   : Lava Plume at level 1, Fake Out at level 1, Fire Blast at level 1, Dizzy Punch at level 1, Flamethrower at level 16, Knock Off at level 18, Charge at level 22, Camouflage at level 24, Eruption at level 28, Hyper Beam at level 30, Scratch at level 34, Sleep Talk at level 36, Helping Hand at level 40, Sunny Day at level 42, Slam at level 46
066 MACHOP     : Explosion at level 1, Faint Attack at level 1, Bite at level 1, Thief at level 1, Switcheroo at level 7, Confusion at level 10, Ice Ball at level 13, Crunch at level 19, Punishment at level 22, Fury Cutter at level 25, Dark Pulse at level 31, Scary Face at level 34, Rock Polish at level 37, Embargo at level 43, Nasty Plot at level 46
067 MACHOKE    : Dark Void at level 1, Last Resort at level 1, Fake Out at level 1, Thief at level 1, Torment at level 7, Taunt at level 10, Nasty Plot at level 13, Flatter at level 19, Bite at level 22, Crunch at level 25, Night Slash at level 32, Beat Up at level 36, Dark Pulse at level 40, Foresight at level 44, Payback at level 51
068 MACHAMP    : Fury Swipes at level 1, Mega Punch at level 1, Sing at level 1, Thief at level 1, Rollout at level 7, Nasty Plot at level 10, Beat Up at level 13, Night Slash at level 19, Snatch at level 22, Dark Pulse at level 25, Trump Card at level 32, Embargo at level 36, Payback at level 40, Recover at level 44, Dark Void at level 51
069 BELLSPROUT : Water Pulse at level 1, Water Gun at level 1, Brine at level 1, Octazooka at level 1, Body Slam at level 7, Tri Attack at level 11, Frustration at level 13, Clamp at level 15, Muddy Water at level 17, Crush Claw at level 23, Bubble at level 27, Mega Kick at level 29, Guillotine at level 35, Wring Out at level 39, DragonBreath at level 41, BubbleBeam at level 47
070 WEEPINBELL : Absorb at level 1, Crabhammer at level 1, Water Gun at level 1, Brine at level 1, Withdraw at level 7, Skill Swap at level 11, Dragon Claw at level 13, Octazooka at level 15, Aqua Tail at level 17, Muddy Water at level 23, Hydro Cannon at level 27, DoubleSlap at level 29, BubbleBeam at level 35, Water Sport at level 39, Attract at level 41, Gastro Acid at level 47
071 VICTREEBEL : Water Pulse at level 1, Whirlpool at level 1, Brine at level 1, Aqua Tail at level 1, Hydro Cannon at level 1, Constrict at level 1, Bubble at level 1, Shadow Claw at level 47, Assist at level 47
072 TENTACOOL  : Disable at level 1, Heal Order at level 1, Tickle at level 1, U-turn at level 1, Take Down at level 5, Horn Attack at level 8, Leech Life at level 12, X-Scissor at level 15, Silver Wind at level 19, Defend Order at level 22, Low Kick at level 26, Double Team at level 29, Scratch at level 33, Bug Buzz at level 36, Recover at level 40, Double Hit at level 43
073 TENTACRUEL : Sweet Scent at level 1, U-turn at level 1, Leech Life at level 1, Quick Attack at level 1, X-Scissor at level 5, Frustration at level 8, Attack Order at level 12, Stockpile at level 15, Pin Missile at level 19, Bug Bite at level 22, Focus Energy at level 26, Tail Glow at level 29, Hyper Beam at level 36, ViceGrip at level 42, Odor Sleuth at level 49, Bug Buzz at level 55
074 GEODUDE    : Substitute at level 1, Charge Beam at level 1, Role Play at level 1, Ice Shard at level 1, Sunny Day at level 4, Hail at level 8, Howl at level 11, Pay Day at level 15, Ice Beam at level 18, Helping Hand at level 22, Aqua Jet at level 25, Super Fang at level 29, Blizzard at level 32, Safeguard at level 36, Sheer Cold at level 39
075 GRAVELER   : Aurora Beam at level 1, Rock Slide at level 1, Fire Spin at level 1, Take Down at level 1, Ice Punch at level 4, Mist at level 8, Powder Snow at level 11, Avalanche at level 15, Ice Ball at level 18, Pain Split at level 22, Aqua Tail at level 27, Tri Attack at level 33, Drill Peck at level 38, Hail at level 44, Blizzard at level 49
076 GOLEM      : Aurora Beam at level 1, Icy Wind at level 1, Trump Card at level 1, Feint at level 1, Sheer Cold at level 4, Ice Punch at level 8, Ice Fang at level 11, Ice Shard at level 15, Powder Snow at level 18, Hail at level 22, Icicle Spear at level 27, Ice Beam at level 33, Gust at level 38, Facade at level 44, Endure at level 49
077 PONYTA     : Bone Club at level 1, Bonemerang at level 1, Dig at level 1, Mud Shot at level 1, Mud-Slap at level 6, Earthquake at level 10, Earth Power at level 15, Psybeam at level 19, Magnitude at level 24, Me First at level 28, Gust at level 33, Sand-Attack at level 37, Sand Tomb at level 42, Double Team at level 46
078 RAPIDASH   : Mud Bomb at level 1, Dig at level 1, Thief at level 1, Mud Sport at level 1, Pay Day at level 1, Bone Rush at level 1, Magnet Rise at level 6, Odor Sleuth at level 10, Mud Shot at level 15, Mud-Slap at level 19, Earthquake at level 24, Fissure at level 28, Spikes at level 33, Mega Kick at level 37, Sand Tomb at level 40, Softboiled at level 47, Headbutt at level 56
079 SLOWPOKE   : Fury Swipes at level 1, Metal Sound at level 1, Skull Bash at level 1, Leaf Blade at level 1, Magnet Bomb at level 6, Signal Beam at level 11, Metal Claw at level 15, Power Whip at level 20, Iron Head at level 25, Metal Burst at level 29, Steel Wing at level 34, Gyro Ball at level 39, Iron Defense at level 43, Wrap at level 48, Imprison at level 53, Bullet Punch at level 57
080 SLOWBRO    : Grudge at level 1, Lucky Chant at level 1, Lava Plume at level 1, Peck at level 1, Shadow Ball at level 6, Shadow Punch at level 11, Night Shade at level 15, Shadow Force at level 20, Shadow Sneak at level 25, Natural Gift at level 29, Ominous Wind at level 34, Sweet Scent at level 37, Shadow Claw at level 41, Aeroblast at level 47, Confuse Ray at level 54, Double Hit at level 61, Substitute at level 67
081 MAGNEMITE  : Charm at level 1, Explosion at level 1, Selfdestruct at level 1, Hyper Fang at level 1, Mist at level 6, Hidden Power at level 11, Howl at level 14, Assist at level 17, Sing at level 22, Rapid Spin at level 27, Peck at level 30, Stockpile at level 33, Horn Attack at level 38, Stone Edge at level 43, Headbutt at level 46, Nature Power at level 49, Wrap at level 54
082 MAGNETON   : Hyper Fang at level 1, Secret Power at level 1, Covet at level 1, Nature Power at level 1, Whirlpool at level 1, Razor Wind at level 6, Stomp at level 11, Gastro Acid at level 14, Iron Defense at level 17, Trump Card at level 22, Block at level 27, Wish at level 30, Teeter Dance at level 34, Shadow Sneak at level 40, Hyper Beam at level 46, Minimize at level 50, Facade at level 54, Helping Hand at level 60
083 FARFETCH’D : Thief at level 1, Bite at level 1, Aerial Ace at level 1, Fake Tears at level 1, Crunch at level 1, Sucker Punch at level 7, Rock Throw at level 9, Night Slash at level 13, Taunt at level 19, Wood Hammer at level 21, Pursuit at level 25, Knock Off at level 31, Gust at level 33, Air Slash at level 37, Snatch at level 43, Torment at level 45
084 DODUO      : Thunder Fang at level 1, Iron Tail at level 1, Secret Power at level 1, Magnet Bomb at level 1, Mirror Shot at level 5, Razor Wind at level 10, Double Team at level 14, Psywave at level 19, Doom Desire at level 23, Flash Cannon at level 28, ViceGrip at level 32, Steel Wing at level 37, Bullet Punch at level 41, Metal Burst at level 46
085 DODRIO     : Snore at level 1, Sweet Kiss at level 1, Iron Tail at level 1, Supersonic at level 1, Uproar at level 1, Metal Claw at level 5, Mirror Shot at level 10, Razor Wind at level 14, Doom Desire at level 19, Flame Wheel at level 23, Flash Cannon at level 28, Iron Head at level 34, Steel Wing at level 41, Iron Defense at level 47, Bullet Punch at level 54
